type	time	latitude	longitude	altitude (m)	distance (km)	hr	name	desc
T	2016-11-13 10:42:52	51.323982000	-2.752630000	103.0	21.274	145		
T	2016-11-13 10:42:53	51.323959000	-2.752609000	103.6	21.278	145		
T	2016-11-13 10:42:59	51.323781000	-2.752509000	103.6	21.300	147		
T	2016-11-13 10:43:03	51.323651000	-2.752474000	104.0	21.315	145		
T	2016-11-13 10:43:04	51.323620000	-2.752472000	104.4	21.319	145		
T	2016-11-13 10:43:05	51.323589000	-2.752474000	104.8	21.322	145		
T	2016-11-13 10:43:06	51.323558000	-2.752471000	105.2	21.326	144		
T	2016-11-13 10:43:07	51.323526000	-2.752467000	105.6	21.330	144		
T	2016-11-13 10:43:16	51.323231000	-2.752484000	105.6	21.363	141		
T	2016-11-13 10:43:18	51.323161000	-2.752484000	106.0	21.370	141		
T	2016-11-13 10:43:19	51.323127000	-2.752491000	106.6	21.374	140		
T	2016-11-13 10:43:20	51.323099000	-2.752497000	107.0	21.378	140		
T	2016-11-13 10:43:21	51.323071000	-2.752497000	107.4	21.381	140		
T	2016-11-13 10:43:22	51.323042000	-2.752493000	107.8	21.385	140		
T	2016-11-13 10:43:24	51.322979000	-2.752504000	107.8	21.392	140		
T	2016-11-13 10:43:27	51.322891000	-2.752517000	108.2	21.403	140		
T	2016-11-13 10:43:28	51.322864000	-2.752517000	108.8	21.407	141		
T	2016-11-13 10:43:29	51.322846000	-2.752517000	109.2	21.410	141		
T	2016-11-13 10:43:30	51.322823000	-2.752515000	109.6	21.414	142		
T	2016-11-13 10:43:31	51.322792000	-2.752513000	110.0	21.417	143		
T	2016-11-13 10:43:35	51.322661000	-2.752487000	110.6	21.432	145		
T	2016-11-13 10:43:36	51.322625000	-2.752479000	111.0	21.436	145		
T	2016-11-13 10:43:37	51.322592000	-2.752476000	111.4	21.439	146		
T	2016-11-13 10:43:38	51.322557000	-2.752471000	111.8	21.443	146		
T	2016-11-13 10:43:39	51.322523000	-2.752462000	112.4	21.447	147		
T	2016-11-13 10:43:42	51.322416000	-2.752451000	112.8	21.458	148		
T	2016-11-13 10:43:43	51.322382000	-2.752448000	113.2	21.462	149		
T	2016-11-13 10:43:44	51.322347000	-2.752442000	113.6	21.465	150		
T	2016-11-13 10:43:45	51.322310000	-2.752437000	114.0	21.469	150		
T	2016-11-13 10:43:46	51.322273000	-2.752428000	114.4	21.473	151		
T	2016-11-13 10:43:49	51.322164000	-2.752392000	115.0	21.484	152		
T	2016-11-13 10:43:50	51.322131000	-2.752386000	115.4	21.488	152		
T	2016-11-13 10:43:51	51.322102000	-2.752383000	115.8	21.491	153		
T	2016-11-13 10:43:52	51.322071000	-2.752386000	116.2	21.495	153		
T	2016-11-13 10:43:53	51.322036000	-2.752390000	116.6	21.498	153		
T	2016-11-13 10:43:54	51.322001000	-2.752396000	116.6	21.502	153		
T	2016-11-13 10:44:01	51.321767000	-2.752336000	116.6	21.529	152		
T	2016-11-13 10:44:04	51.321698000	-2.752233000	117.2	21.540	151		
T	2016-11-13 10:44:05	51.321679000	-2.752192000	117.6	21.544	150		
T	2016-11-13 10:44:06	51.321669000	-2.752152000	118.0	21.547	150		
T	2016-11-13 10:44:07	51.321658000	-2.752104000	118.4	21.551	150		
T	2016-11-13 10:44:08	51.321649000	-2.752055000	118.8	21.555	150		
T	2016-11-13 10:44:12	51.321626000	-2.751867000	118.8	21.570	149		
T	2016-11-13 10:44:15	51.321601000	-2.751714000	119.4	21.581	150		
T	2016-11-13 10:44:16	51.321592000	-2.751665000	119.8	21.585	151		
T	2016-11-13 10:44:17	51.321579000	-2.751614000	120.2	21.588	150		
T	2016-11-13 10:44:18	51.321562000	-2.751557000	120.6	21.592	150		
T	2016-11-13 10:44:19	51.321550000	-2.751506000	121.0	21.596	150		
T	2016-11-13 10:44:20	51.321562000	-2.751458000	121.0	21.599	150		
T	2016-11-13 10:44:26	51.321531000	-2.751188000	121.4	21.620	148		
T	2016-11-13 10:44:27	51.321526000	-2.751144000	121.8	21.624	148		
T	2016-11-13 10:44:28	51.321513000	-2.751100000	122.2	21.627	148		
T	2016-11-13 10:44:29	51.321501000	-2.751052000	122.6	21.630	148		
T	2016-11-13 10:44:30	51.321488000	-2.751000000	123.0	21.634	149		
T	2016-11-13 10:44:34	51.321443000	-2.750790000	123.0	21.648	147		
T	2016-11-13 10:44:37	51.321415000	-2.750629000	123.6	21.659	146		
T	2016-11-13 10:44:38	51.321407000	-2.750577000	124.0	21.662	147		
T	2016-11-13 10:44:39	51.321399000	-2.750527000	124.6	21.666	147		
T	2016-11-13 10:44:40	51.321391000	-2.750478000	125.0	21.669	147		
T	2016-11-13 10:44:41	51.321384000	-2.750430000	125.4	21.673	146		
T	2016-11-13 10:44:43	51.321367000	-2.750334000	125.4	21.680	146		
T	2016-11-13 10:44:47	51.321318000	-2.750147000	125.8	21.695	147		
T	2016-11-13 10:44:48	51.321307000	-2.750103000	126.2	21.698	147		
T	2016-11-13 10:44:49	51.321295000	-2.750052000	126.6	21.701	147		
T	2016-11-13 10:44:50	51.321279000	-2.750005000	127.2	21.705	146		
T	2016-11-13 10:44:51	51.321262000	-2.749954000	127.6	21.709	146		
T	2016-11-13 10:44:57	51.321164000	-2.749685000	128.0	21.729	148		
T	2016-11-13 10:44:58	51.321160000	-2.749641000	128.4	21.733	148		
T	2016-11-13 10:44:59	51.321149000	-2.749597000	128.8	21.736	148		
T	2016-11-13 10:45:00	51.321145000	-2.749555000	129.4	21.740	149		
T	2016-11-13 10:45:01	51.321139000	-2.749513000	129.4	21.744	149		
T	2016-11-13 10:45:02	51.321141000	-2.749472000	129.8	21.747	149		
T	2016-11-13 10:45:05	51.321100000	-2.749343000	130.2	21.757	150		
T	2016-11-13 10:45:06	51.321089000	-2.749300000	130.8	21.761	150		
T	2016-11-13 10:45:07	51.321075000	-2.749253000	131.2	21.764	151		
T	2016-11-13 10:45:08	51.321064000	-2.749208000	131.6	21.768	151		
T	2016-11-13 10:45:09	51.321051000	-2.749165000	132.0	21.771	152		
T	2016-11-13 10:45:13	51.321015000	-2.748975000	132.6	21.785	153		
T	2016-11-13 10:45:14	51.321005000	-2.748928000	133.0	21.789	153		
T	2016-11-13 10:45:15	51.320991000	-2.748884000	133.4	21.793	153		
T	2016-11-13 10:45:16	51.320980000	-2.748839000	133.8	21.796	153		
T	2016-11-13 10:45:17	51.320968000	-2.748794000	134.4	21.800	153		
T	2016-11-13 10:45:19	51.320943000	-2.748702000	134.4	21.807	154		
T	2016-11-13 10:45:20	51.320905000	-2.748652000	134.8	21.810	155		
T	2016-11-13 10:45:21	51.320882000	-2.748607000	135.2	21.814	155		
T	2016-11-13 10:45:22	51.320868000	-2.748563000	135.6	21.817	155		
T	2016-11-13 10:45:23	51.320854000	-2.748517000	136.0	21.821	156		
T	2016-11-13 10:45:24	51.320852000	-2.748476000	136.4	21.824	156		
T	2016-11-13 10:45:27	51.320815000	-2.748344000	137.0	21.835	156		
T	2016-11-13 10:45:28	51.320800000	-2.748296000	137.4	21.838	156		
T	2016-11-13 10:45:29	51.320783000	-2.748247000	137.8	21.842	155		
T	2016-11-13 10:45:30	51.320765000	-2.748201000	138.2	21.846	156		
T	2016-11-13 10:45:31	51.320749000	-2.748158000	138.6	21.849	156		
T	2016-11-13 10:45:33	51.320717000	-2.748065000	139.0	21.856	156		
T	2016-11-13 10:45:35	51.320694000	-2.747972000	139.4	21.863	156		
T	2016-11-13 10:45:36	51.320679000	-2.747926000	139.8	21.867	157		
T	2016-11-13 10:45:37	51.320665000	-2.747880000	140.2	21.871	157		
T	2016-11-13 10:45:38	51.320651000	-2.747831000	140.6	21.875	157		
T	2016-11-13 10:45:44	51.320561000	-2.747507000	140.6	21.900	155		
T	2016-11-13 10:45:51	51.320442000	-2.747040000	141.0	21.932	153		
T	2016-11-13 10:45:52	51.320427000	-2.746975000	141.4	21.937	153		
T	2016-11-13 10:45:53	51.320403000	-2.746921000	142.0	21.942	152		
T	2016-11-13 10:45:54	51.320385000	-2.746861000	142.4	21.946	152		
T	2016-11-13 10:45:55	51.320376000	-2.746799000	142.8	21.951	152		
T	2016-11-13 10:46:02	51.320315000	-2.746391000	143.2	21.980	151		
T	2016-11-13 10:46:03	51.320307000	-2.746338000	143.6	21.984	151		
T	2016-11-13 10:46:04	51.320297000	-2.746287000	144.0	21.988	151		
T	2016-11-13 10:46:05	51.320286000	-2.746236000	144.4	21.991	151		
T	2016-11-13 10:46:06	51.320277000	-2.746186000	144.8	21.995	151		
T	2016-11-13 10:46:12	51.320234000	-2.745872000	144.8	22.017	150		
T	2016-11-13 10:46:14	51.320232000	-2.745763000	145.2	22.025	150		
T	2016-11-13 10:46:15	51.320235000	-2.745709000	145.8	22.028	150		
T	2016-11-13 10:46:16	51.320235000	-2.745657000	146.2	22.032	150		
T	2016-11-13 10:46:17	51.320237000	-2.745604000	146.6	22.036	150		
T	2016-11-13 10:46:18	51.320243000	-2.745551000	147.2	22.039	150		
T	2016-11-13 10:46:19	51.320251000	-2.745502000	147.2	22.043	150		
T	2016-11-13 10:46:24	51.320315000	-2.745286000	147.6	22.061	151		
T	2016-11-13 10:46:25	51.320325000	-2.745240000	148.0	22.065	152		
T	2016-11-13 10:46:26	51.320333000	-2.745193000	148.4	22.069	152		
T	2016-11-13 10:46:27	51.320334000	-2.745138000	148.8	22.072	153		
T	2016-11-13 10:46:28	51.320330000	-2.745085000	149.2	22.076	152		
T	2016-11-13 10:46:31	51.320333000	-2.744934000	149.6	22.087	154		
T	2016-11-13 10:46:32	51.320328000	-2.744882000	150.2	22.091	154		
T	2016-11-13 10:46:33	51.320322000	-2.744832000	150.6	22.095	154		
T	2016-11-13 10:46:34	51.320316000	-2.744781000	151.0	22.098	155		
T	2016-11-13 10:46:35	51.320309000	-2.744727000	151.4	22.102	155		
T	2016-11-13 10:46:38	51.320305000	-2.744571000	151.8	22.113	156		
T	2016-11-13 10:46:39	51.320310000	-2.744522000	152.2	22.117	156		
T	2016-11-13 10:46:40	51.320319000	-2.744479000	152.6	22.120	156		
T	2016-11-13 10:46:41	51.320332000	-2.744436000	153.0	22.124	157		
T	2016-11-13 10:46:42	51.320347000	-2.744392000	153.4	22.127	157		
T	2016-11-13 10:46:44	51.320372000	-2.744288000	154.0	22.134	158		
T	2016-11-13 10:46:45	51.320386000	-2.744238000	154.4	22.138	159		
T	2016-11-13 10:46:46	51.320402000	-2.744192000	155.0	22.141	159		
T	2016-11-13 10:46:47	51.320417000	-2.744146000	155.4	22.145	159		
T	2016-11-13 10:46:48	51.320436000	-2.744103000	155.8	22.148	159		
T	2016-11-13 10:46:52	51.320471000	-2.743924000	156.4	22.162	160		
T	2016-11-13 10:46:53	51.320487000	-2.743861000	156.8	22.166	160		
T	2016-11-13 10:46:54	51.320502000	-2.743806000	157.4	22.169	160		
T	2016-11-13 10:46:55	51.320508000	-2.743753000	157.8	22.172	160		
T	2016-11-13 10:46:56	51.320509000	-2.743701000	158.4	22.176	161		
T	2016-11-13 10:46:59	51.320504000	-2.743550000	158.8	22.186	161		
T	2016-11-13 10:47:00	51.320503000	-2.743507000	159.2	22.190	161		
T	2016-11-13 10:47:01	51.320497000	-2.743461000	159.6	22.193	161		
T	2016-11-13 10:47:02	51.320489000	-2.743410000	160.0	22.196	161		
T	2016-11-13 10:47:03	51.320482000	-2.743365000	160.4	22.200	161		
T	2016-11-13 10:47:05	51.320461000	-2.743277000	160.8	22.207	162		
T	2016-11-13 10:47:06	51.320448000	-2.743237000	161.4	22.210	162		
T	2016-11-13 10:47:07	51.320438000	-2.743197000	161.8	22.214	162		
T	2016-11-13 10:47:08	51.320425000	-2.743148000	162.2	22.217	162		
T	2016-11-13 10:47:09	51.320414000	-2.743105000	162.6	22.221	162		
T	2016-11-13 10:47:15	51.320362000	-2.742828000	163.0	22.242	162		
T	2016-11-13 10:47:16	51.320355000	-2.742787000	163.6	22.246	162		
T	2016-11-13 10:47:17	51.320349000	-2.742743000	164.0	22.249	162		
T	2016-11-13 10:47:18	51.320343000	-2.742700000	164.4	22.253	162		
T	2016-11-13 10:47:19	51.320336000	-2.742655000	164.8	22.256	162		
T	2016-11-13 10:47:21	51.320326000	-2.742550000	164.8	22.264	162		
T	2016-11-13 10:47:27	51.320264000	-2.742224000	164.8	22.285	160		
T	2016-11-13 10:47:28	51.320261000	-2.742174000	165.4	22.289	160		
T	2016-11-13 10:47:29	51.320257000	-2.742123000	165.8	22.293	161		
T	2016-11-13 10:47:30	51.320258000	-2.742074000	166.2	22.296	160		
T	2016-11-13 10:47:31	51.320257000	-2.742027000	166.6	22.300	160		
T	2016-11-13 10:47:32	51.320250000	-2.741987000	167.0	22.303	160		
T	2016-11-13 10:47:34	51.320236000	-2.741894000	167.0	22.310	159		
T	2016-11-13 10:47:38	51.320240000	-2.741690000	167.6	22.325	158		
T	2016-11-13 10:47:39	51.320241000	-2.741646000	168.0	22.328	158		
T	2016-11-13 10:47:40	51.320246000	-2.741604000	168.6	22.332	158		
T	2016-11-13 10:47:41	51.320244000	-2.741566000	169.0	22.335	158		
T	2016-11-13 10:47:42	51.320243000	-2.741533000	169.4	22.339	158		
T	2016-11-13 10:47:46	51.320235000	-2.741381000	170.0	22.353	158		
T	2016-11-13 10:47:47	51.320232000	-2.741339000	170.4	22.357	158		
T	2016-11-13 10:47:48	51.320220000	-2.741294000	170.8	22.360	158		
T	2016-11-13 10:47:49	51.320215000	-2.741255000	171.2	22.364	158		
T	2016-11-13 10:47:50	51.320214000	-2.741212000	171.8	22.368	158		
T	2016-11-13 10:47:53	51.320225000	-2.741049000	171.8	22.378	159		
T	2016-11-13 10:47:54	51.320224000	-2.741006000	172.2	22.382	159		
T	2016-11-13 10:47:55	51.320253000	-2.740919000	172.6	22.386	159		
T	2016-11-13 10:47:56	51.320256000	-2.740867000	173.0	22.390	159		
T	2016-11-13 10:47:57	51.320247000	-2.740822000	173.4	22.393	159		
T	2016-11-13 10:47:58	51.320245000	-2.740779000	173.8	22.397	159		
T	2016-11-13 10:48:00	51.320231000	-2.740669000	173.8	22.404	160		
T	2016-11-13 10:48:05	51.320225000	-2.740374000	174.2	22.423	160		
T	2016-11-13 10:48:06	51.320219000	-2.740325000	174.6	22.427	159		
T	2016-11-13 10:48:07	51.320212000	-2.740270000	175.0	22.430	160		
T	2016-11-13 10:48:08	51.320204000	-2.740214000	175.4	22.434	160		
T	2016-11-13 10:48:09	51.320197000	-2.740162000	176.0	22.438	160		
T	2016-11-13 10:48:12	51.320171000	-2.740043000	176.0	22.449	160		
T	2016-11-13 10:48:15	51.320152000	-2.739922000	176.4	22.460	160		
T	2016-11-13 10:48:16	51.320150000	-2.739878000	176.8	22.463	159		
T	2016-11-13 10:48:17	51.320152000	-2.739828000	177.2	22.467	160		
T	2016-11-13 10:48:18	51.320151000	-2.739782000	177.6	22.471	160		
T	2016-11-13 10:48:19	51.320149000	-2.739721000	178.0	22.474	160		
T	2016-11-13 10:48:20	51.320151000	-2.739681000	178.0	22.478	160		
T	2016-11-13 10:48:22	51.320152000	-2.739578000	178.4	22.485	160		
T	2016-11-13 10:48:23	51.320151000	-2.739530000	178.8	22.489	160		
T	2016-11-13 10:48:24	51.320157000	-2.739474000	179.2	22.492	160		
T	2016-11-13 10:48:25	51.320156000	-2.739424000	179.6	22.496	160		
T	2016-11-13 10:48:26	51.320168000	-2.739375000	180.0	22.500	160		
T	2016-11-13 10:48:27	51.320168000	-2.739325000	180.0	22.503	160		
T	2016-11-13 10:48:31	51.320169000	-2.739052000	180.6	22.518	160		
T	2016-11-13 10:48:32	51.320166000	-2.738992000	181.0	22.521	160		
T	2016-11-13 10:48:33	51.320168000	-2.738936000	181.4	22.525	160		
T	2016-11-13 10:48:34	51.320168000	-2.738887000	181.8	22.529	160		
T	2016-11-13 10:48:35	51.320164000	-2.738831000	182.2	22.533	160		
T	2016-11-13 10:48:39	51.320151000	-2.738648000	182.6	22.547	160		
T	2016-11-13 10:48:40	51.320160000	-2.738610000	183.0	22.551	160		
T	2016-11-13 10:48:41	51.320157000	-2.738561000	183.4	22.555	160		
T	2016-11-13 10:48:42	51.320162000	-2.738503000	184.0	22.559	161		
T	2016-11-13 10:48:43	51.320164000	-2.738434000	184.4	22.562	161		
T	2016-11-13 10:48:44	51.320163000	-2.738375000	184.4	22.566	161		
T	2016-11-13 10:48:49	51.320171000	-2.738148000	184.8	22.585	161		
T	2016-11-13 10:48:50	51.320170000	-2.738089000	185.2	22.588	161		
T	2016-11-13 10:48:51	51.320168000	-2.738028000	185.6	22.592	161		
T	2016-11-13 10:48:52	51.320161000	-2.737953000	186.0	22.596	161		
T	2016-11-13 10:48:53	51.320154000	-2.737886000	186.4	22.600	161		
T	2016-11-13 10:48:55	51.320140000	-2.737770000	186.4	22.607	161		
T	2016-11-13 10:49:02	51.320086000	-2.737298000	186.4	22.633	159		
T	2016-11-13 10:49:04	51.320075000	-2.737185000	186.8	22.640	159		
T	2016-11-13 10:49:05	51.320071000	-2.737133000	187.4	22.644	159		
T	2016-11-13 10:49:06	51.320071000	-2.737087000	187.8	22.648	159		
T	2016-11-13 10:49:07	51.320071000	-2.737026000	188.2	22.652	159		
T	2016-11-13 10:49:08	51.320063000	-2.736964000	188.6	22.655	159		
T	2016-11-13 10:49:10	51.320047000	-2.736853000	188.6	22.663	158		
T	2016-11-13 10:49:14	51.320024000	-2.736650000	189.0	22.678	157		
T	2016-11-13 10:49:15	51.320022000	-2.736604000	189.4	22.681	157		
T	2016-11-13 10:49:16	51.320018000	-2.736562000	189.8	22.685	157		
T	2016-11-13 10:49:17	51.320019000	-2.736518000	190.2	22.689	157		
T	2016-11-13 10:49:18	51.320015000	-2.736470000	190.6	22.693	157		
T	2016-11-13 10:49:23	51.319989000	-2.736186000	190.6	22.711	155		
T	2016-11-13 10:49:29	51.319953000	-2.735864000	191.0	22.733	155		
T	2016-11-13 10:49:30	51.319947000	-2.735816000	191.6	22.737	154		
T	2016-11-13 10:49:31	51.319941000	-2.735760000	192.0	22.741	154		
T	2016-11-13 10:49:32	51.319935000	-2.735714000	192.4	22.745	154		
T	2016-11-13 10:49:33	51.319932000	-2.735666000	192.8	22.748	154		
T	2016-11-13 10:49:37	51.319918000	-2.735435000	192.8	22.763	153		
T	2016-11-13 10:49:40	51.319899000	-2.735266000	193.2	22.774	153		
T	2016-11-13 10:49:41	51.319896000	-2.735210000	193.6	22.778	153		
T	2016-11-13 10:49:42	51.319894000	-2.735155000	194.0	22.782	153		
T	2016-11-13 10:49:43	51.319896000	-2.735102000	194.4	22.786	153		
T	2016-11-13 10:49:44	51.319900000	-2.735050000	194.8	22.790	153		
T	2016-11-13 10:49:45	51.319902000	-2.734996000	194.8	22.794	153		
T	2016-11-13 10:49:50	51.319929000	-2.734753000	195.2	22.812	154		
T	2016-11-13 10:49:51	51.319930000	-2.734705000	195.6	22.816	154		
T	2016-11-13 10:49:52	51.319930000	-2.734660000	196.0	22.820	154		
T	2016-11-13 10:49:53	51.319928000	-2.734604000	196.4	22.824	154		
T	2016-11-13 10:49:54	51.319921000	-2.734551000	196.8	22.827	154		
T	2016-11-13 10:49:57	51.319897000	-2.734371000	196.8	22.839	153		
T	2016-11-13 10:50:02	51.319794000	-2.734123000	197.2	22.858	152		
T	2016-11-13 10:50:03	51.319770000	-2.734106000	197.8	22.862	152		
T	2016-11-13 10:50:04	51.319741000	-2.734077000	198.2	22.866	152		
T	2016-11-13 10:50:05	51.319711000	-2.734051000	198.6	22.870	152		
T	2016-11-13 10:50:06	51.319680000	-2.734024000	199.0	22.874	151		
T	2016-11-13 10:50:08	51.319620000	-2.733966000	199.0	22.882	151		
T	2016-11-13 10:50:15	51.319405000	-2.733764000	199.0	22.911	152		
T	2016-11-13 10:50:16	51.319379000	-2.733733000	199.6	22.915	152		
T	2016-11-13 10:50:17	51.319354000	-2.733706000	200.0	22.918	151		
T	2016-11-13 10:50:18	51.319326000	-2.733682000	200.4	22.922	151		
T	2016-11-13 10:50:19	51.319299000	-2.733659000	200.8	22.926	152		
T	2016-11-13 10:50:20	51.319270000	-2.733629000	201.4	22.930	152		
T	2016-11-13 10:50:24	51.319185000	-2.733484000	201.8	22.944	152		
T	2016-11-13 10:50:25	51.319169000	-2.733447000	202.2	22.948	153		
T	2016-11-13 10:50:26	51.319154000	-2.733416000	202.6	22.951	153		
T	2016-11-13 10:50:27	51.319137000	-2.733385000	203.0	22.955	153		
T	2016-11-13 10:50:28	51.319124000	-2.733351000	203.4	22.959	154		
T	2016-11-13 10:50:30	51.319085000	-2.733269000	204.0	22.966	155		
T	2016-11-13 10:50:31	51.319055000	-2.733223000	204.4	22.970	155		
T	2016-11-13 10:50:32	51.319026000	-2.733179000	204.8	22.973	155		
T	2016-11-13 10:50:33	51.319007000	-2.733125000	205.4	22.977	156		
T	2016-11-13 10:50:34	51.318994000	-2.733082000	205.8	22.981	156		
T	2016-11-13 10:50:37	51.318960000	-2.732941000	206.2	22.992	158		
T	2016-11-13 10:50:38	51.318948000	-2.732892000	206.6	22.995	159		
T	2016-11-13 10:50:39	51.318936000	-2.732838000	207.0	22.999	159		
T	2016-11-13 10:50:40	51.318924000	-2.732784000	207.4	23.003	159		
T	2016-11-13 10:50:41	51.318913000	-2.732731000	207.8	23.007	159		
T	2016-11-13 10:50:50	51.318785000	-2.732236000	207.8	23.043	157		
T	2016-11-13 10:50:55	51.318723000	-2.731943000	208.2	23.063	156		
T	2016-11-13 10:50:56	51.318711000	-2.731881000	208.6	23.068	156		
T	2016-11-13 10:50:57	51.318699000	-2.731822000	209.2	23.072	157		
T	2016-11-13 10:50:58	51.318685000	-2.731762000	209.2	23.076	156		
T	2016-11-13 10:50:59	51.318669000	-2.731700000	209.6	23.081	156		
T	2016-11-13 10:51:00	51.318655000	-2.731641000	210.0	23.085	156		
T	2016-11-13 10:51:06	51.318543000	-2.731273000	210.0	23.113	155		
T	2016-11-13 10:51:07	51.318524000	-2.731210000	210.4	23.117	155		
T	2016-11-13 10:51:08	51.318507000	-2.731154000	210.8	23.122	155		
T	2016-11-13 10:51:09	51.318493000	-2.731095000	211.2	23.126	155		
T	2016-11-13 10:51:10	51.318478000	-2.731037000	211.8	23.131	155		
T	2016-11-13 10:51:11	51.318459000	-2.730974000	212.2	23.135	154		
T	2016-11-13 10:51:14	51.318404000	-2.730802000	212.2	23.149	153		
T	2016-11-13 10:51:21	51.318272000	-2.730335000	212.2	23.184	151		
T	2016-11-13 10:51:29	51.318074000	-2.729729000	212.2	23.231	151		
T	2016-11-13 10:51:31	51.318036000	-2.729629000	212.6	23.240	150		
T	2016-11-13 10:51:32	51.318017000	-2.729587000	213.0	23.244	149		
T	2016-11-13 10:51:33	51.317998000	-2.729549000	213.6	23.248	149		
T	2016-11-13 10:51:34	51.317977000	-2.729514000	214.0	23.251	149		
T	2016-11-13 10:51:35	51.317958000	-2.729475000	214.6	23.255	149		
T	2016-11-13 10:51:37	51.317923000	-2.729396000	215.0	23.261	149		
T	2016-11-13 10:51:38	51.317899000	-2.729360000	215.4	23.265	150		
T	2016-11-13 10:51:39	51.317875000	-2.729327000	215.8	23.268	151		
T	2016-11-13 10:51:40	51.317855000	-2.729298000	216.4	23.271	151		
T	2016-11-13 10:51:41	51.317836000	-2.729272000	216.8	23.275	151		
T	2016-11-13 10:51:43	51.317803000	-2.729213000	217.2	23.281	151		
T	2016-11-13 10:51:44	51.317788000	-2.729183000	217.8	23.284	152		
T	2016-11-13 10:51:45	51.317772000	-2.729152000	218.2	23.287	152		
T	2016-11-13 10:51:46	51.317758000	-2.729131000	218.8	23.290	153		
T	2016-11-13 10:51:47	51.317746000	-2.729102000	219.2	23.293	154		
T	2016-11-13 10:51:49	51.317720000	-2.729049000	219.6	23.299	155		
T	2016-11-13 10:51:50	51.317705000	-2.729024000	220.2	23.302	156		
T	2016-11-13 10:51:51	51.317691000	-2.728990000	220.6	23.305	157		
T	2016-11-13 10:51:52	51.317675000	-2.728958000	221.2	23.308	158		
T	2016-11-13 10:51:53	51.317655000	-2.728924000	221.6	23.311	159		
T	2016-11-13 10:51:54	51.317641000	-2.728893000	222.0	23.314	160		
T	2016-11-13 10:51:55	51.317627000	-2.728862000	222.4	23.317	160		
T	2016-11-13 10:51:56	51.317615000	-2.728831000	222.8	23.320	161		
T	2016-11-13 10:51:57	51.317603000	-2.728797000	223.2	23.323	161		
T	2016-11-13 10:51:58	51.317590000	-2.728759000	223.6	23.326	162		
T	2016-11-13 10:52:01	51.317547000	-2.728659000	224.0	23.335	164		
T	2016-11-13 10:52:02	51.317533000	-2.728616000	224.4	23.338	164		
T	2016-11-13 10:52:03	51.317507000	-2.728547000	224.8	23.342	164		
T	2016-11-13 10:52:04	51.317490000	-2.728505000	225.4	23.345	165		
